Story Number,Output,intent ,Comments
,مجھے بہت بھوک لگی ہے اور میں کھانا کھانا چاہتی ہوں تو کیا مجھے بریانی مل سکتی ہے,,
,میں ٹاؤن شپ ایریا سے منگوانا پسند کروں گی اور تھری ہنڈرڈ پرائس ہو,,
train116,train116_S10_Sp009_F_L1_G1_A4,C_LP,
,بارش ہو رہی ہے اور میں جو ہوں پکوڑے کھانا چاہتی ہوں,,
,میں فیصل ٹاؤن ایریا سے کھانا پسند کروں گی فائیو ہنڈرڈ تک کی رینج میں,,
train117,train117_S11_Sp009_F_L1_G1_A4,L_CP,
,میں ایجو کیشن یونیورسٹی میں کھڑی ہوں اور میں کچھ کھانا چاہتی ہوں ,,
,میں مناسب رینج میں کھانا پسند کروں گی اور میں برگر کھانا پسند کروں گی,,
train118,train118_S11_Sp009_F_L1_G1_A4,L_CP,
,میں شالامار کھڑی ہوں اور مجھے کچھ کھانا ہے ,,
,میں مناسب منگوانا چاہوں گی اورمیں مناسب منگوانا چاہوں گی اور مجھے آپ بریانی سینڈ کر دیں,,
train119,train119_S11_Sp009_F_L1_G1_A4,L_CP,
,میں باغبان پورہ کھڑی ہوں اور میں کچھ کھانا چاہتی ہوں,,
,میں مناسب آرڈر کرنا چاہوں گی اور میرے پاس اس وقت ہزار روپے ہیں تو میں پیزا کھانا چاہوں گی,,
train120,train120_S12_Sp009_F_L1_G1_A4,P_CL,
,میرے پاس کم پیسے ہیں مجھے بہت بھوک لگی ہے تو آپ کوئی سستا کھانا بتا سکتے ہیں,,
,میں یہ کھانا لنک روڈ سے منگوانا پسند کروں گی اور میں چائنیز کھانا پسند کروں گی,,
train122,train122_S12_Sp009_F_L1_G1_A4,P_CL,
,میرے پاس ہزار روپے ہیں اور مجھے بہت بھوک لگی ہے,,
,میں یہ کھانا لنک روڈ سے منگوانا پسند کروں گی اور مجھے فاسٹ فوڈ کھانا ہے,,
train124,train124_S13_Sp009_F_L1_G1_A4,LCP,
,میں فیصل ٹاؤن ایریا میں کھڑی ہوں اور مجھے پیزا آرڈر کرنا ہے میرے پاس دو ہزار روپے ہیں اس وقت تو کیا اس رینج میں مجھے یہ پیزا آرڈر ہو سکتا ہے,,
train125,train125_S13_Sp009_F_L1_G1_A4,LCP,
,میں ٹاؤن شپ ایریا میں کھڑی ہوں اور میرے پاس ہزار روپے ہیں اور مجھے فرائیڈ رائس کھانے ہیں تو کیا مجھے اسٹینڈ پہ کھانا مل سکتا ہے,,
train126,train126_S3_Sp010_F_L1_G1_A4,C_P_L,
,مجھے برگر کھانا ہے,,
,مناسب,,
,چوبرجی سے,,
train127,train127_S7_Sp010_F_L1_G1_A4,LC_P,
,میں ڈی ایچ اے میں موجود ہوں اس وقت اور مجھے نا بہت زیادہ بھوک لگی ہے میں نے دال چاول کھانے ہیں,,
, مناسب میرے پاس صرف پانچ سو روپے ہیں۔,,
train128,train128_S8_Sp010_F_L1_G1_A4,LP_C,
,میں مسلم ٹاؤن میں موجود ہوں اور میرے پاس صرف پانچ سو روپے ہیں مجھے بہت تینز بھوک لگی ہے,,
,فاسٹ فوڈ کھانا پسند کروں گی,,
train129,train129_S7_Sp010_F_L1_G1_A4,LC_P,
,جی میں اقبال ٹاؤن موجود ہوں اور مجھے بہت تیز بھوک لگی ہے میں نے دال چاول کھانی ہیں,,
,مناسب میرے پاس صرف پانچ سو روپے ہیں,,
train130,train130_S7_Sp010_F_L1_G1_A4,LC_P,
,جی میں اس وقت مسلم ٹاؤن کھڑی ہوں اور میں برگر کھانا چاہتی ہوں,,
,سستا کھانا کھانا چاہتی ہوں,,
train131,train131_S8_Sp010_F_L1_G1_A4,LP_C,
,جی میں لنک روڈ پہ موجود ہوں اور میرے پاس صرف پانچ سو روپے ہیں مجھے بھوک لگی ہوئی ہے,,
,فاسٹ فوڈ کھانا پسند کروں گی,,
train132,train132_S9_Sp010_F_L1_G1_A4,CP_L,
,میرے پاس دو ہزار موجود ہیں اور میں نے پیزا آرڈر کرنا ہے,,
,چوبرجی سے,,
train133,train133_S9_Sp010_F_L1_G1_A4,CP_L,
,یہ میرے پاس ہزار روپے ہیں اور میں نے کوئی برگر آرڈر کرنا ہے اپنے لیے,,
,لنک روڈ سے,,
train134,train134_S10_Sp010_F_L1_G1_A4,C_LP,
,جی مجھے بہت تیز بھوک لگی ہے اور میں کڑاہی آرڈر کرنا چاہتی ہوں,,
,مناسب آرڈر کرنا چاہتی ہوں اور اقبال ٹاؤن سے کر دیں آرڈر,,
train135,train135_S10_Sp010_F_L1_G1_A4,C_LP,
,جی میں اس وقت بہت زیادہ بھوکی ہوں اور میں نے اپنے لیے پیزا آرڈر کرنا ہے,,
,فیروز پور  روڈ سے میں آرڈر کرنا چاہتی ہوں اور سستا کھانا آرڈر کرنا چاہتی ہوں,,
train137,train137_S11_Sp010_F_L1_G1_A4,L_CP,
,مجھے بہت زیادہ بھوک لگی ہوئی ہے اور میں شالیمار کے پاس کھڑی ہوئی ہوں ,,
,میں اچھا سا پیزا کھانا پسند کروں گی اور میرے پاس صرف ہزار روپے ہیں,,
train138,train138_S11_Sp010_F_L1_G1_A4,L_CP,
,جی میں فیروز پور روڈ پر کھڑی ہوئی ہوں اور مجھے بہت زیادہ بھوک لگ رہی ہے میں نے کھانا آرڈر کرنا ہے اپنے لیے,,
,جی میں نے کچھ دیسی آرڈر کرنا ہے اپنے لیے اور میرے پاس ابھی صرف پانچ سو روپے موجود ہیں,,
train139,train139_S12_Sp010_F_L1_G1_A4,P_CL,
,مجھے بہت زیادہ بھوک لگی ہوئی ہے اور میرے پاس صرف دو ہزار روپے ہیں ,,
,میں نے چائنیز کھانا کھانا ہے اور فیروز پور روڈ سے اچھا ملتا ہے تو میں وہاں سے آرڈر کروں گی ,,
train140,train140_S12_Sp010_F_L1_G1_A4,P_CL,
,میرے پاس صرف پانچ سو روپے موجود ہیں اور مجھے بہت زیادہ بھوک لگی ہوئی ہے میں نے کھانا آرڈر کرنا ہے ,,
,میں نے اپنے لیے پیزا آرڈر کرنا ہے اور اقبال ٹاؤن کا پیزا بہت اچھا ہے تو میں وہاں سے آرڈر کروں گی,,
train141,train141_S13_Sp010_F_L1_G1_A4,LCP,
,میں اقبال ٹاؤن میں کھڑی ہوئی ہوں اس وقت اور مجھے بہت زیادہ بھوک لگی ہوئی ہے میرے پاس صرف دو ہزار روپے ہیں اور میں نے اپنے لیے پیزا آرڈر کرنا ہے,,
train142,train142_S13_Sp010_F_L1_G1_A4,LCP,
,میں فیروز پور روڈ پر موجود اس وقت اور مجھے بہت زیادہ بھوک لگی ہوئی ہے تو میں نے اپنے لیے برگر آرڈر کرنا ہے اور میرے پاس صرف ہزار روپے موجود ہیں,,
train143,train143_S6_Sp011_M_L1_G1_A1,C_L_P,
,مجھے بھوک لگی ہے مجھے برگر کھانا ہے,,
,سمن آباد سے,,
,مناسب,,
train144,train144_S7_Sp011_M_L1_G1_A1,LC_P,
, میں یو ای ٹی میں ہوں اور مجھے بریانی کھانی ہے,,
,سستا,,
train145,train145_S7_Sp011_M_L1_G1_A1,LC_P,
,مجھے یو ای ٹی میں بریانی کھانی ہے,,
,مناسب,,
train146,train146_S8_Sp011_M_L1_G1_A1,LP_C,
,میں سمن آباد میں رہتا ہوں مجھے سمن آباد کے ایریا میں پانچ سو کی رینج کے اندر میل چاہیے میل,,
,مجھے دیسی فوڈ چاہیے ہے ,,
train147,train147_S8_Sp011_M_L1_G1_A1,LP_C,
,مجھے اقبال ٹاؤن میں مناسب ریٹ پہ کھانا کھانا ہے,,
,فاسٹ فوڈ کھانا پسند کرتا ہوں میں,,
train148,train148_S9_Sp011_M_L1_G1_A1,CP_L,
,میرے پاس پانچ سو روپے ہیں اور مجھے برگر کھانا ہے,,
,مجھے یہاں شالیمار کے ایریا میں کوئی جگہ چاہیے کھانے پینے کے لیے,,
train149,train149_S13_Sp011_M_L1_G1_A1,LCP,
,میں لاہور شالیمار میں کھڑا ہوں اور مجھے فاسٹ فوڈ کھانا ہے اور میرے پاس صرف پانچ سو روپے ہیں,,
train150,train150_S13_Sp011_M_L1_G1_A1,LCP,
,میں سمن آباد میں رہتا ہوں اور مجھے برگر کھانا ہے پانچ سو روپے کی رینج کے اندر اور مجھے بہت بھوک لگی ہوئی ہے ,,
train151,train151_S9_Sp011_M_L1_G1_A1,CP_L,
,مجھے مناسب قیمت میں برگر کھانا ہے,,
,میں سمن آباد میں رہتا ہوں اور مجھے سمن آباد کے آس پاس کوئی جگہ چاہیے کھانے پینے کے لیے,,
train152,train152_S9_Sp011_M_L1_G1_A1,CP_L,
,مجھے مناسب قیمت میں برگر کھانا ہے,,
,میں سمن آباد میں رہتا ہوں اور مجھے سمن آباد کے آس پاس ایریا میں جگہ چاہیے ہے ,,
train153,train153_S10_Sp011_M_L1_G1_A1,C_LP,
,مجھے برگر بہت پسند ہے مجھے برگر کھانا ہے,,
,میں سمن آباد سے منگوانا چاہتا ہوں اور مناسب قیمت میں اسے حاصل کرنا چاہتا ہوں,,
train154,train154_S10_Sp011_M_L1_G1_A1,C_LP,
,مجھے برگر بہت پسند ہے میں برگر کھانا پسند کرتا ہوں اور مجھے برگر کھانا ہے,,
,مجھے پانچ سو روپے میں سمن آباد کی لوکیشن کے اندر برگر کھانا ہے,,
train155,train155_S10_Sp011_M_L1_G1_A1,C_LP,
,مجھے بہت بھوک لگی ہے میں نے دیسی کھانا کھانا ہے,,
,میں یو ای ٹی میں پانچ سو روپے میں اپنا کھانا کھانا چاہتا ہوں,,
train156,train156_S11_Sp011_M_L1_G1_A1,L_CP,
,میں یو ای ٹی کے آس پاس ہوں اور مجھے کھانا کھانا ہے,,
,میں دیسی کھانا پسند کرتا ہوں اور مجھے ہزار روپے کی رینج کے اندر کھانا کھانا ہے,,
train157,train157_S11_Sp011_M_L1_G1_A1,L_CP,
,میں سمن آباد میں رہتا ہوں اور مجھے کھانا کھانا ہے اور مجھے بہت شدید بھوک لگی ہوئی ہے,,
,میں دیسی کھانا کھانا چاہتا ہوں اور میری رینج ہزار روپیہ ہے,,
train158,train158_S12_Sp011_M_L1_G1_A1,P_CL,
,مجھے ہزار روپے میں کھانا کھانا ہے,,
,میں سمن آباد میں برگر کھانا چاہتا ہوں,,
train159,train159_S12_Sp011_M_L1_G1_A1,P_CL,
,میں دو ہزار میں کھانا کھانا چاہتا ہوں اور مجھے شدید بھوک لگی ہے,,
,میں لکشمی چوک سے بریانی کھانا چاہتا ہوں,,
train160,train160_S13_Sp011_M_L1_G1_A1,LCP,
,میں سمن آباد میں رہتا ہوں مجھے بہت شدید بھوک لگی ہے اور مجھے پانچ سو روپے میں برگر کھانا ہے,,
train161,train161_S13_Sp011_M_L1_G1_A1,LCP,
,میں یو ای ٹی کے پاس رہتا ہوں مجھے بہت شدید بھوک بھوک لگی ہے اور مجھے ہزار روپے میں کڑاہی کھانی ہے,,
train162,train162_S13_Sp011_M_L1_G1_A1,LCP,
,میں لکشمی چوک کے پاس رہتا ہوں مجھے دیسی کڑاہی کھانی ہے اور مجھے ہزار روپے میں کھانا کھانا ہے اور مجھے شدید بھوک لگی ہے,,
train163,train163_S4_Sp012_M_L1_G1_A1,P_L_C,
,میرے پاس پانچ روپے ہیں میں نے کچھ کھانا ہے مجھے بھوک لگی ہے,,
,میں اس وقت اقبال ٹاؤن میں کھڑا ہوں,,
,میں برگر کھانا پسند کروں گا,,
train164,train164_S7_Sp012_M_L1_G1_A1,LC_P,
,جی میں یو ای ٹی میں بیٹھا ہوں اور میں بریانی کھانے کا میرا دل کر رہا ہے ,,
,جی میرے پاس اس وقت ہزار روپیہ ہے ,,
train165,train165_S7_Sp012_M_L1_G1_A1,LC_P,
,جی میں اس وقت اقبال ٹاؤن میں بیٹھا ہوا ہوں اور میرا نوڈلز کھانے کو دل کر رہا ہے,,
,میری جیب میں اس وقت سو روپیہ ہے,,
train166,train166_S8_Sp012_M_L1_G1_A1,LP_C,
,جی میں اس وقت سمن آباد میں بیٹھا ہوا ہوں اور میری جیب میں اس وقت پانچ سو روپے ہے,,
,پیزا کھانا پسند کروں گا,,
train167,train167_S7_Sp012_M_L1_G1_A1,LC_P,
,جی میں اس وقت اچھرہ میں بیٹھا ہوا ہوں اور میرا پلاؤ کھانے کا دل کر رہا ہے ,,
,جی میں میری جیب میں اس وقت تین سو روپے ہیں,,
train168,train168_S8_Sp012_M_L1_G1_A1,LP_C,
,جی میں اس وقت ماڈل ٹاؤن میں بیٹھا ہوا ہوں اور میری جیب میں پانچ روپیہ ہے ,,
,جی میں دیسی کھانا پسند کروں گا,,
train169,train169_S9_Sp012_M_L1_G1_A1,CP_L,
,میری جیب میں اس وقت ہزار روپیہ پڑا ہوا ہے اور میرا پیزا کھانے کا دل کر رہا ہے ,,
,ماڈل ٹاؤن سے,,
train170,train170_S9_Sp012_M_L1_G1_A1,CP_L,
,میرا اس وقت پیزا کھانے کو دل کر رہا ہے اور میری جیب میں اس وقت صرف اور صرف پانچ ہزار کا پڑا ہوا ہے ,,
,واپڈا ٹاؤن سے,,
train171,train171_S10_Sp012_M_L1_G1_A1,C_LP,
,اس وقت موسم بہت اچھا ہو رہا ہے اور میرا پکوڑے کھانے کو دل کر رہا ہے,,
,جی سمن آباد سے کھانا چاہتا ہوں اور تقریباً  میری جیب میں دو ہزار روپے ہیں,,
train172,train172_S10_Sp012_M_L1_G1_A1,C_LP,
,موسم بڑا بہترین ہو رہا ہے اور اس وقت میرا پکوڑے کھانے کا دل کر رہا ہے ,,
,جی سبزہ زار سے اور میری رینج پانچ ہزار ہے ,,
train173,train173_S10_Sp012_M_L1_G1_A1,C_LP,
,ناشتے کا وقت ہے اور میرا نان چنے کھانے کا دل کر رہا ہے ,,
,اچھرہ سے اور پرائس رینج میری پانچ پانچ سو ہے ,,
train174,train174_S11_Sp012_M_L1_G1_A1,L_CP,
,میں مسلم ٹاؤن میں کھڑا ہوا ہوں اور میرے مجھے بہت بھوک لگ رہی ہے میرا کچھ کھانے کو دل کر رہا ہے,,
,میرا بریانی کھانے کو دل کر رہا ہے اور ہزار روپے کے میری پرائس رینج ہے,,
train175,train175_S11_Sp012_M_L1_G1_A1,L_CP,
,کلمہ چوک میں کوئی اچھی کھانے کی جگہ بتائیں,,
,میں چائنیز کھانا پسند کروں گا اور میری رینج دو ہزار,,
train176,train176_S2_Sp012_M_L1_G1_A1,P_C_L,
,جی میرے پاس اس وقت ہزار روپیہ ہے اور مجھے بہت بھوک لگ رہی ہے,,
,جی میرا دیسی کھانے کو دل کر رہا ہے ,,
,کلمہ چوک سے,,
train177,train177_S12_Sp012_M_L1_G1_A1,P_CL,
,جی مجھے میرے پاس پانچ سو روپیہ ہے اور مجھے بہت بھوک لگ رہی ہے,,
,یہ میرا دیسی کھانے کا دل کر رہا ہے اور میں ٹاؤن شپ سے بول رہا ہوں,,
train178,train178_S13_Sp012_M_L1_G1_A1,LCP,
,میں اس وقت شاہدرہ میں کھڑا ہوں میرا بریانی کھانے کو دل کر رہا اور میرے پاس سات سو روپے ہیں,,
train179,train179_S13_Sp012_M_L1_G1_A1,LCP,
,میں اس وقت گلبرگ میں کھڑا ہوا ہوں اور میرا چائنیز کھانے کا دل کر رہا ہے اور میرے پاس صرف بارہ بارہ سو روپے ہیں,,
train180,train180_S6_Sp013_M_L1_G1_A1,C_L_P,
,مجھے بھوک لگ رہی ہے اور میں چائنیز کھانا چاہتا ہوں,,
,میں لاہور میں کھانا اقبال ٹاؤن سے کھانا چاہتا ہوں,,
,مناسب,,
train182,train182_S7_Sp013_M_L1_G1_A1,LC_P,
,میں اس وقت یو ای ٹی میں ہوں اور میں چائنیز کھانا کھانا چاہتا ہوں,,
,میں یہ کھانا مناسب پرائس رینج میں کھانا چاہتا ہوں,,
train184,train184_S7_Sp013_M_L1_G1_A1,LC_P,
,میں اس وقت یو ای ٹی میں ہوں اور میں چائنیز کھانا کھانا چاہتا ہوں,,
,میں یہ کھانا مناسب پرائس رینج میں کھانا چاہتا ہوں,,
train185,train185_S8_Sp013_M_L1_G1_A1,LP_C,
,میں اس وقت گلبرگ میں ہوں اور میرے پاس دو ہزار روپے ہیں کیا اس میں کوئی مناسب کھانا مل سکتا ہے,,
,میں اس پرائس رینج میں دیسی کھانا کھانا پسند کروں گا,,
train186,train186_S8_Sp013_M_L1_G1_A1,LP_C,
,میں اس وقت ماڈل ٹاؤن میں ہوں اور میرے پاس تین ہزار روپے ہیں,,
, میں اس پرائس رینج میں دیسی کھانا کھانا پسند کروں گا اور دیسی میں کڑاہی,,
train187,train187_S9_Sp013_M_L1_G1_A1,CP_L,
,میں پیزا کھانا چاہتا ہوں اور میری پرائس رینج دو ہزار روپے ہے,,
,ڈی ایچ اے,,
train188,train188_S9_Sp013_M_L1_G1_A1,CP_L,
,میں مجھے بہت بھوک لگ رہی ہے اور اس وقت میرا لنچ ٹائم ہے میں پیزا کھانا چاہتا ہوں دو ہزار کی پرائس رینج میں,,
,میں یہ کھانا لاہور میں اقبال ٹاؤن سے آرڈر کرنا چاہوں گا,,
train189,train189_S10_Sp013_M_L1_G1_A1,C_LP,
,میں کڑاہی گوشت کھانا چاہتا ہوں,,
,میں یہ کھانا مناسب پرائس رینج میں کھانا پسند کروں گا اقبال ٹاؤن سے,,
train190,train190_S10_Sp013_M_L1_G1_A1,C_LP,
,میں پیزا کھانا چاہتا ہوں,,
,میں پیزا ڈی ایچ اے لاہور سے کھانا چاہتا ہوں اور میری پرائس رینج دو ہزار روپے ہے,,
train192,train192_S11_Sp013_M_L1_G1_A1,L_CP,
,میں اس وقت سمن آباد لاہور میں موجود ہوں اور یہاں پر ٹریفک بہت ہے اور میں کچھ کھانا کھانا چاہتا ہوں,,
,میں فاسٹ فوڈ کھانا چاہتا ہوں اور میری پرائس رینج مناسب ہے,,
train194,train194_S12_Sp013_M_L1_G1_A1,P_CL,
,میرے پاس مجھے اس وقت بہت بھوک لگ رہی اور میرے پاس صرف پانچ روپے ہیں,,
,میں اس پرائس رینج میں فاسٹ فوڈ کھانا چاہوں گا اور میں آرڈر سمن آباد لاہور سے کرنا چاہوں گا,,
train195,train195_S12_Sp013_M_L1_G1_A1,P_CL,
,میرے پاس صرف پانچ روپے ہیں اور مجھے بہت بھوک لگ رہی ہے میں کچھ کھانا کھانا چاہتا ہوں,,
,میں فاسٹ فوڈ کھانا چاہتا ہوں اور میری لوکیشن ڈی ایچ اے لاہور ہے,,
train196,train196_S13_Sp013_M_L1_G1_A1,LCP,
,میں اس وقت امپوریم لاہور میں موجود ہوں اور مجھے بہت بھوک لگ رہی ہے میں فاسٹ فوڈ کھانا چاہتی ہوں اور میری پرائس رینج کے ایک ہزار روپے ہے,,
train197,train197_S13_Sp013_M_L1_G1_A1,LCP,
,میں اس وقت امپوریم لاہور میں موجود ہوں اور میں فاسٹ فوڈ کھانا چاہتا ہوں اور میری پرائس رینج دو ہزار روپے ہے,,
train198,train198_S13_Sp013_M_L1_G1_A1,LCP,
,میں اس وقت ڈی ایچ اے لاہور میں موجود ہوں اور میں کڑاہی گوشت کھانا چاہتا ہوں اور میری پرائس رینج  ایک ہزار روپے ہے,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
